Weight	Squared?	Rule	Satisfaction
20.0	true	( ~( LIVED('0', '2') ) | ~( LIVED('18', '2') ) | KNOWS('18', '0') )	0.9999452809242939
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('0', '1') ) | KNOWS('0', '1') )	0.7949471324682236
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('4', '1') ) | KNOWS('4', '1') )	0.9999293985529221
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('10', '1') ) | KNOWS('10', '1') )	0.9999975640669163
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('9', '1') ) | KNOWS('9', '1') )	0.9999322695439332
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '1') )	0.9999747281108284
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '1') )	0.8108476400375366
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('0', '2') ) | KNOWS('0', '1') )	0.7949471324682236
20.0	true	( ~( LIVED('1', '1') ) | ~( LIVED('24', '1') ) | KNOWS('24', '1') )	0.9999789633075125
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('4', '2') ) | KNOWS('4', '1') )	0.9999293985529221
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('9', '2') ) | KNOWS('9', '1') )	0.9999322695439332
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('12', '2') ) | KNOWS('12', '1') )	0.6930932104587555
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('14', '2') ) | KNOWS('14', '1') )	0.9999747281108284
20.0	true	( ~( LIVED('1', '2') ) | ~( LIVED('23', '2') ) | KNOWS('23', '1') )	0.008442997932434082
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('0', '4') ) | KNOWS('0', '1') )	0.7949471324682236
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('5', '4') ) | KNOWS('5', '1') )	0.9999976969088493
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('9', '4') ) | KNOWS('9', '1') )	0.9999322695439332
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('10', '4') ) | KNOWS('10', '1') )	0.9999975640669163
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('13', '4') ) | KNOWS('13', '1') )	0.8108476400375366
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '1') )	0.9999747281108284
20.0	true	( ~( LIVED('1', '4') ) | ~( LIVED('24', '4') ) | KNOWS('24', '1') )	0.9999789633075125
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('4', '1') ) | KNOWS('4', '2') )	0.01210641860961914
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '2') )	0.9999984806379416
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '2') )	0.7365376055240631
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('19', '1') ) | KNOWS('19', '2') )	0.9999985251241696
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('20', '1') ) | KNOWS('20', '2') )	0.003219008445739746
20.0	true	( ~( LIVED('3', '0') ) | ~( LIVED('7', '0') ) | KNOWS('7', '3') )	0.9999980928942023
20.0	true	( ~( LIVED('2', '1') ) | ~( LIVED('24', '1') ) | KNOWS('24', '2') )	0.9999997677115147
20.0	true	( ~( LIVED('3', '0') ) | ~( LIVED('14', '0') ) | KNOWS('14', '3') )	0.005928993225097656
20.0	true	( ~( LIVED('3', '0') ) | ~( LIVED('18', '0') ) | KNOWS('18', '3') )	0.00435948371887207
20.0	true	( ~( LIVED('4', '0') ) | ~( LIVED('3', '0') ) | KNOWS('3', '4') )	0.9999976943754518
20.0	true	( ~( LIVED('4', '0') ) | ~( LIVED('13', '0') ) | KNOWS('13', '4') )	0.9999715787471359
20.0	true	( ~( LIVED('4', '0') ) | ~( LIVED('20', '0') ) | KNOWS('20', '4') )	0.8181155771017075
20.0	true	( ~( LIVED('4', '1') ) | ~( LIVED('0', '1') ) | KNOWS('0', '4') )	0.9999249741376843
20.0	true	( ~( LIVED('4', '1') ) | ~( LIVED('10', '1') ) | KNOWS('10', '4') )	0.9999941795658742
20.0	true	( ~( LIVED('4', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '4') )	0.9999715787471359
20.0	true	( ~( LIVED('4', '1') ) | ~( LIVED('20', '1') ) | KNOWS('20', '4') )	0.8181155771017075
20.0	true	( ~( LIVED('4', '2') ) | ~( LIVED('0', '2') ) | KNOWS('0', '4') )	0.9999249741376843
20.0	true	( ~( LIVED('4', '3') ) | ~( LIVED('0', '3') ) | KNOWS('0', '4') )	0.9999249741376843
20.0	true	( ~( LIVED('4', '3') ) | ~( LIVED('17', '3') ) | KNOWS('17', '4') )	0.9999871833579164
20.0	true	( ~( LIVED('5', '3') ) | ~( LIVED('0', '3') ) | KNOWS('0', '5') )	0.7668077945709229
20.0	true	( ~( LIVED('5', '3') ) | ~( LIVED('12', '3') ) | KNOWS('12', '5') )	0.9999991904821286
20.0	true	( ~( LIVED('5', '4') ) | ~( LIVED('0', '4') ) | KNOWS('0', '5') )	0.7668077945709229
20.0	true	( ~( LIVED('6', '1') ) | ~( LIVED('1', '1') ) | KNOWS('1', '6') )	0.9999729894516349
20.0	true	( ~( LIVED('6', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '6') )	0.010854661464691162
20.0	true	( ~( LIVED('6', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '6') )	0.9999755005792395
20.0	true	( ~( LIVED('6', '1') ) | ~( LIVED('16', '1') ) | KNOWS('16', '6') )	0.6987727582454681
20.0	true	( ~( LIVED('6', '2') ) | ~( LIVED('1', '2') ) | KNOWS('1', '6') )	0.9999729894516349
20.0	true	( ~( LIVED('6', '2') ) | ~( LIVED('11', '2') ) | KNOWS('11', '6') )	0.009530365467071533
20.0	true	( ~( LIVED('6', '2') ) | ~( LIVED('14', '2') ) | KNOWS('14', '6') )	0.9999755005792395
20.0	true	( ~( LIVED('6', '2') ) | ~( LIVED('18', '2') ) | KNOWS('18', '6') )	0.6808103024959564
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('1', '4') ) | KNOWS('1', '6') )	0.9999729894516349
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('11', '4') ) | KNOWS('11', '6') )	0.009530365467071533
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('13', '4') ) | KNOWS('13', '6') )	0.010854661464691162
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '6') )	0.9999755005792395
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('15', '4') ) | KNOWS('15', '6') )	7.699728012084961E-4
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('16', '4') ) | KNOWS('16', '6') )	0.6987727582454681
20.0	true	( ~( LIVED('6', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '6') )	0.6808103024959564
20.0	true	( ~( LIVED('7', '0') ) | ~( LIVED('4', '0') ) | KNOWS('4', '7') )	0.999999663170172
20.0	true	( ~( LIVED('7', '3') ) | ~( LIVED('0', '3') ) | KNOWS('0', '7') )	0.9999992729974565
20.0	true	( ~( LIVED('7', '3') ) | ~( LIVED('4', '3') ) | KNOWS('4', '7') )	0.999999663170172
20.0	true	( ~( LIVED('7', '3') ) | ~( LIVED('24', '3') ) | KNOWS('24', '7') )	1.0
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('4', '0') ) | KNOWS('4', '8') )	0.9999516474890697
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('7', '0') ) | KNOWS('7', '8') )	0.99999786365197
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('13', '0') ) | KNOWS('13', '8') )	0.7769973427057266
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('14', '0') ) | KNOWS('14', '8') )	0.999973481590132
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('16', '0') ) | KNOWS('16', '8') )	0.9999438957456732
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('18', '0') ) | KNOWS('18', '8') )	0.028248846530914307
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('20', '0') ) | KNOWS('20', '8') )	0.8090016841888428
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('4', '1') ) | KNOWS('4', '8') )	0.9999516474890697
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('6', '1') ) | KNOWS('6', '8') )	0.017699480056762695
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('10', '1') ) | KNOWS('10', '8') )	0.7686568200588226
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '8') )	0.7769973427057266
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '8') )	0.999973481590132
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('16', '1') ) | KNOWS('16', '8') )	0.9999438957456732
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('20', '1') ) | KNOWS('20', '8') )	0.8090016841888428
20.0	true	( ~( LIVED('8', '1') ) | ~( LIVED('22', '1') ) | KNOWS('22', '8') )	0.9999788329769217
20.0	true	( ~( LIVED('7', '3') ) | ~( LIVED('12', '3') ) | KNOWS('12', '7') )	0.9999998556154992
20.0	true	( ~( LIVED('8', '2') ) | ~( LIVED('4', '2') ) | KNOWS('4', '8') )	0.9999516474890697
20.0	true	( ~( LIVED('8', '2') ) | ~( LIVED('6', '2') ) | KNOWS('6', '8') )	0.017699480056762695
20.0	true	( ~( LIVED('8', '2') ) | ~( LIVED('14', '2') ) | KNOWS('14', '8') )	0.999973481590132
20.0	true	( ~( LIVED('8', '2') ) | ~( LIVED('18', '2') ) | KNOWS('18', '8') )	0.028248846530914307
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('6', '4') ) | KNOWS('6', '8') )	0.017699480056762695
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('10', '4') ) | KNOWS('10', '8') )	0.7686568200588226
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '8') )	0.999973481590132
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('13', '4') ) | KNOWS('13', '8') )	0.7769973427057266
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('16', '4') ) | KNOWS('16', '8') )	0.9999438957456732
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '8') )	0.028248846530914307
20.0	true	( ~( LIVED('8', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '8') )	0.9999788329769217
20.0	true	( ~( LIVED('9', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '9') )	0.7449571192264557
20.0	true	( ~( LIVED('9', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '9') )	0.9999286422971636
20.0	true	( ~( LIVED('9', '1') ) | ~( LIVED('16', '1') ) | KNOWS('16', '9') )	0.7615194767713547
20.0	true	( ~( LIVED('9', '1') ) | ~( LIVED('22', '1') ) | KNOWS('22', '9') )	0.8292088508605957
20.0	true	( ~( LIVED('9', '2') ) | ~( LIVED('14', '2') ) | KNOWS('14', '9') )	0.9999286422971636
20.0	true	( ~( LIVED('9', '2') ) | ~( LIVED('18', '2') ) | KNOWS('18', '9') )	0.772607684135437
20.0	true	( ~( LIVED('9', '2') ) | ~( LIVED('23', '2') ) | KNOWS('23', '9') )	0.8027988821268082
20.0	true	( ~( LIVED('9', '3') ) | ~( LIVED('16', '3') ) | KNOWS('16', '9') )	0.7615194767713547
20.0	true	( ~( LIVED('9', '3') ) | ~( LIVED('22', '3') ) | KNOWS('22', '9') )	0.8292088508605957
20.0	true	( ~( LIVED('9', '3') ) | ~( LIVED('18', '3') ) | KNOWS('18', '9') )	0.772607684135437
20.0	true	( ~( LIVED('9', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '9') )	0.9999286422971636
20.0	true	( ~( LIVED('9', '4') ) | ~( LIVED('13', '4') ) | KNOWS('13', '9') )	0.7449571192264557
20.0	true	( ~( LIVED('9', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '9') )	0.772607684135437
20.0	true	( ~( LIVED('9', '4') ) | ~( LIVED('16', '4') ) | KNOWS('16', '9') )	0.7615194767713547
20.0	true	( ~( LIVED('9', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '9') )	0.8292088508605957
20.0	true	( ~( LIVED('10', '1') ) | ~( LIVED('8', '1') ) | KNOWS('8', '10') )	0.7681556046009064
20.0	true	( ~( LIVED('10', '1') ) | ~( LIVED('2', '1') ) | KNOWS('2', '10') )	0.9999991880133621
20.0	true	( ~( LIVED('8', '0') ) | ~( LIVED('3', '0') ) | KNOWS('3', '8') )	0.9999987873677583
20.0	true	( ~( LIVED('10', '4') ) | ~( LIVED('15', '4') ) | KNOWS('15', '10') )	0.0024743080139160156
20.0	true	( ~( LIVED('11', '2') ) | ~( LIVED('1', '2') ) | KNOWS('1', '11') )	0.9999794671039126
20.0	true	( ~( LIVED('11', '2') ) | ~( LIVED('0', '2') ) | KNOWS('0', '11') )	0.9999569629108009
20.0	true	( ~( LIVED('11', '2') ) | ~( LIVED('4', '2') ) | KNOWS('4', '11') )	0.0240057110786438
20.0	true	( ~( LIVED('10', '4') ) | ~( LIVED('8', '4') ) | KNOWS('8', '10') )	0.7681556046009064
20.0	true	( ~( LIVED('11', '2') ) | ~( LIVED('14', '2') ) | KNOWS('14', '11') )	0.9999894877873885
20.0	true	( ~( LIVED('11', '2') ) | ~( LIVED('19', '2') ) | KNOWS('19', '11') )	0.7477458715438843
20.0	true	( ~( LIVED('11', '3') ) | ~( LIVED('0', '3') ) | KNOWS('0', '11') )	0.9999569629108009
20.0	true	( ~( LIVED('11', '3') ) | ~( LIVED('4', '3') ) | KNOWS('4', '11') )	0.0240057110786438
20.0	true	( ~( LIVED('11', '3') ) | ~( LIVED('5', '3') ) | KNOWS('5', '11') )	0.9999982438712323
20.0	true	( ~( LIVED('11', '3') ) | ~( LIVED('22', '3') ) | KNOWS('22', '11') )	0.9999919632509773
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('1', '4') ) | KNOWS('1', '11') )	0.9999794671039126
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('5', '4') ) | KNOWS('5', '11') )	0.9999982438712323
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('0', '4') ) | KNOWS('0', '11') )	0.9999569629108009
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('15', '4') ) | KNOWS('15', '11') )	0.6941349804401398
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '11') )	0.9999919632509773
20.0	true	( ~( LIVED('12', '2') ) | ~( LIVED('1', '2') ) | KNOWS('1', '12') )	0.6924100518226624
20.0	true	( ~( LIVED('12', '2') ) | ~( LIVED('6', '2') ) | KNOWS('6', '12') )	0.0017628073692321777
20.0	true	( ~( LIVED('11', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '11') )	0.9999894877873885
20.0	true	( ~( LIVED('13', '0') ) | ~( LIVED('1', '0') ) | KNOWS('1', '13') )	0.8101586997509003
20.0	true	( ~( LIVED('13', '0') ) | ~( LIVED('7', '0') ) | KNOWS('7', '13') )	0.011164069175720215
20.0	true	( ~( LIVED('13', '0') ) | ~( LIVED('16', '0') ) | KNOWS('16', '13') )	0.7884838581085205
20.0	true	( ~( LIVED('13', '0') ) | ~( LIVED('8', '0') ) | KNOWS('8', '13') )	0.7759208232164383
20.0	true	( ~( LIVED('13', '0') ) | ~( LIVED('18', '0') ) | KNOWS('18', '13') )	0.9999712345288572
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('1', '1') ) | KNOWS('1', '13') )	0.8101586997509003
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('0', '1') ) | KNOWS('0', '13') )	0.7652264833450317
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('9', '1') ) | KNOWS('9', '13') )	0.7450253367424011
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('8', '1') ) | KNOWS('8', '13') )	0.7759208232164383
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('10', '1') ) | KNOWS('10', '13') )	0.9999974699612721
20.0	true	( ~( LIVED('13', '1') ) | ~( LIVED('16', '1') ) | KNOWS('16', '13') )	0.7884838581085205
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('0', '4') ) | KNOWS('0', '13') )	0.7652264833450317
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('5', '4') ) | KNOWS('5', '13') )	0.9999979752369654
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('1', '4') ) | KNOWS('1', '13') )	0.8101586997509003
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('8', '4') ) | KNOWS('8', '13') )	0.7759208232164383
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('9', '4') ) | KNOWS('9', '13') )	0.7450253367424011
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('10', '4') ) | KNOWS('10', '13') )	0.9999974699612721
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('16', '4') ) | KNOWS('16', '13') )	0.7884838581085205
20.0	true	( ~( LIVED('13', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '13') )	0.9999712345288572
20.0	true	( ~( LIVED('14', '0') ) | ~( LIVED('4', '0') ) | KNOWS('4', '14') )	0.999937171167403
20.0	true	( ~( LIVED('14', '0') ) | ~( LIVED('21', '0') ) | KNOWS('21', '14') )	0.9999496841010114
20.0	true	( ~( LIVED('14', '0') ) | ~( LIVED('18', '0') ) | KNOWS('18', '14') )	0.028839826583862305
20.0	true	( ~( LIVED('14', '1') ) | ~( LIVED('2', '1') ) | KNOWS('2', '14') )	0.7353920340538025
20.0	true	( ~( LIVED('14', '1') ) | ~( LIVED('4', '1') ) | KNOWS('4', '14') )	0.999937171167403
20.0	true	( ~( LIVED('14', '1') ) | ~( LIVED('22', '1') ) | KNOWS('22', '14') )	0.9999726158184785
20.0	true	( ~( LIVED('14', '2') ) | ~( LIVED('4', '2') ) | KNOWS('4', '14') )	0.999937171167403
20.0	true	( ~( LIVED('14', '2') ) | ~( LIVED('18', '2') ) | KNOWS('18', '14') )	0.028839826583862305
20.0	true	( ~( LIVED('14', '2') ) | ~( LIVED('21', '2') ) | KNOWS('21', '14') )	0.9999496841010114
20.0	true	( ~( LIVED('14', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '14') )	0.028839826583862305
20.0	true	( ~( LIVED('14', '4') ) | ~( LIVED('21', '4') ) | KNOWS('21', '14') )	0.9999496841010114
20.0	true	( ~( LIVED('14', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '14') )	0.9999726158184785
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('1', '4') ) | KNOWS('1', '15') )	0.004822134971618652
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('11', '4') ) | KNOWS('11', '15') )	0.6934063136577606
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '15') )	0.005687713623046875
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '15') )	0.8075636774301529
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '15') )	0.9999986216472507
20.0	true	( ~( LIVED('15', '4') ) | ~( LIVED('21', '4') ) | KNOWS('21', '15') )	0.0038274526596069336
20.0	true	( ~( LIVED('16', '0') ) | ~( LIVED('1', '0') ) | KNOWS('1', '16') )	0.9999071144775371
20.0	true	( ~( LIVED('16', '0') ) | ~( LIVED('4', '0') ) | KNOWS('4', '16') )	0.999975391299813
20.0	true	( ~( LIVED('16', '0') ) | ~( LIVED('18', '0') ) | KNOWS('18', '16') )	0.9999106892646523
20.0	true	( ~( LIVED('16', '0') ) | ~( LIVED('13', '0') ) | KNOWS('13', '16') )	0.7900900840759277
20.0	true	( ~( LIVED('16', '0') ) | ~( LIVED('14', '0') ) | KNOWS('14', '16') )	0.9999238413074636
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('0', '1') ) | KNOWS('0', '16') )	0.9999671352925361
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('4', '1') ) | KNOWS('4', '16') )	0.999975391299813
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('1', '1') ) | KNOWS('1', '16') )	0.9999071144775371
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('6', '1') ) | KNOWS('6', '16') )	0.6990764141082764
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('9', '1') ) | KNOWS('9', '16') )	0.7634425759315491
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('10', '1') ) | KNOWS('10', '16') )	0.018176674842834473
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('13', '1') ) | KNOWS('13', '16') )	0.7900900840759277
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('14', '1') ) | KNOWS('14', '16') )	0.9999238413074636
20.0	true	( ~( LIVED('16', '1') ) | ~( LIVED('22', '1') ) | KNOWS('22', '16') )	0.9999859417730477
20.0	true	( ~( LIVED('16', '3') ) | ~( LIVED('4', '3') ) | KNOWS('4', '16') )	0.999975391299813
20.0	true	( ~( LIVED('16', '3') ) | ~( LIVED('0', '3') ) | KNOWS('0', '16') )	0.9999671352925361
20.0	true	( ~( LIVED('16', '3') ) | ~( LIVED('9', '3') ) | KNOWS('9', '16') )	0.7634425759315491
20.0	true	( ~( LIVED('16', '3') ) | ~( LIVED('18', '3') ) | KNOWS('18', '16') )	0.9999106892646523
20.0	true	( ~( LIVED('16', '3') ) | ~( LIVED('22', '3') ) | KNOWS('22', '16') )	0.9999859417730477
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('0', '4') ) | KNOWS('0', '16') )	0.9999671352925361
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('1', '4') ) | KNOWS('1', '16') )	0.9999071144775371
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('6', '4') ) | KNOWS('6', '16') )	0.6990764141082764
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('9', '4') ) | KNOWS('9', '16') )	0.7634425759315491
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('10', '4') ) | KNOWS('10', '16') )	0.018176674842834473
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('13', '4') ) | KNOWS('13', '16') )	0.7900900840759277
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('14', '4') ) | KNOWS('14', '16') )	0.9999238413074636
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('15', '4') ) | KNOWS('15', '16') )	0.9999996236778657
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('18', '4') ) | KNOWS('18', '16') )	0.9999106892646523
20.0	true	( ~( LIVED('16', '4') ) | ~( LIVED('22', '4') ) | KNOWS('22', '16') )	0.9999859417730477
20.0	true	( ~( LIVED('17', '3') ) | ~( LIVED('9', '3') ) | KNOWS('9', '17') )	0.9999968925101257
20.0	true	( ~( LIVED('17', '3') ) | ~( LIVED('11', '3') ) | KNOWS('11', '17') )	0.9999956695346555
20.0	true	( ~( LIVED('17', '3') ) | ~( LIVED('16', '3') ) | KNOWS('16', '17') )	0.9999902171566646
20.0	true	( ~( LIVED('17', '3') ) | ~( LIVED('22', '3') ) | KNOWS('22', '17') )	0.838564395904541
20.0	true	( ~( LIVED('18', '0') ) | ~( LIVED('4', '0') ) | KNOWS('4', '18') )	0.9999146537666093
20.0	true	( ~( LIVED('18', '0') ) | ~( LIVED('21', '0') ) | KNOWS('21', '18') )	0.8112410008907318
20.0	true	( ~( LIVED('18', '2') ) | ~( LIVED('4', '2') ) | KNOWS('4', '18') )	0.9999146537666093
20.0	true	( ~( LIVED('18', '2') ) | ~( LIVED('9', '2') ) | KNOWS('9', '18') )	0.7747417539358139
20.0	true	( ~( LIVED('18', '2') ) | ~( LIVED('6', '2') ) | KNOWS('6', '18') )	0.6808992624282837
20.0	true	( ~( LIVED('18', '2') ) | ~( LIVED('19', '2') ) | KNOWS('19', '18') )	0.9999931952202132
20.0	true	( ~( LIVED('18', '2') ) | ~( LIVED('21', '2') ) | KNOWS('21', '18') )	0.8112410008907318
20.0	true	( ~( LIVED('18', '3') ) | ~( LIVED('5', '3') ) | KNOWS('5', '18') )	0.9999950465380607
20.0	true	( ~( LIVED('18', '3') ) | ~( LIVED('4', '3') ) | KNOWS('4', '18') )	0.9999146537666093
20.0	true	( ~( LIVED('18', '3') ) | ~( LIVED('9', '3') ) | KNOWS('9', '18') )	0.7747417539358139
20.0	true	( ~( LIVED('18', '3') ) | ~( LIVED('17', '3') ) | KNOWS('17', '18') )	0.007282078266143799
20.0	true	( ~( LIVED('18', '3') ) | ~( LIVED('24', '3') ) | KNOWS('24', '18') )	0.9999714285659138
20.0	true	( ~( LIVED('18', '4') ) | ~( LIVED('5', '4') ) | KNOWS('5', '18') )	0.9999950465380607
